LLT	PT_enc
lacrimal duct procedure	PT_11223
lacrimal gland abscess	PT_11224
lacrimal gland enlargement	PT_11225
lacrimal gland operation	PT_11226
lacrimal haemorrhage	PT_11227
lacrimal passage granuloma	PT_11228
lacrimal punctum enlarged	PT_11229
lacrimal sac cellulitis	PT_11230
lacrimal structural disorder	PT_11231
lacrimal structure injury	PT_11232
lacrimation decreased	PT_11233
lacrimation disorder	PT_11234
lacrimation increased	PT_11235
lacrimo-auriculo-dento-digital syndrome	PT_11236
lactase deficiency	PT_11237
lactate dehydrogenase urine	PT_11238
lactate dehydrogenase urine increased	PT_11239
lactate pyruvate ratio abnormal	PT_11240
lactate pyruvate ratio increased	PT_11241
lactation disorder	PT_11242
lactation insufficiency	PT_11243
suppressed lactation	PT_11243
lactation normal	PT_11244
lactation puerperal increased	PT_11245
lactescent serum	PT_11246
lactic acidosis	PT_11247
lactobacillus bacteraemia	PT_11248
lactobacillus infection	PT_11249
lactobacillus test positive	PT_11250
lactose intolerance	PT_11251
lactose tolerance test abnormal	PT_11252
lacunar infarction	PT_11253
lacunar stroke	PT_11254
laevocardia	PT_11255
lafora's myoclonic epilepsy	PT_11256
lagophthalmos	PT_11257
lamin a/c gene mutation	PT_11258
laminaplasty	PT_11259
langerhans cell sarcoma	PT_11260
langerhans' cell histiocytosis	PT_11261
mixed receptive-expressive language disorder	PT_11262
expressive language disorder	PT_11262
language disorder	PT_11262
laparoscopic surgery	PT_11263
laparoscopic uterine nerve ablation	PT_11264
laparoscopy	PT_11265
laparoscopy abnormal	PT_11266
laparotomy	PT_11267
explorative laparotomy	PT_11267
large cell lung cancer	PT_11268
large cell lung cancer metastatic	PT_11269
large cell lung cancer recurrent	PT_11270
large cell lung cancer stage i	PT_11271
large cell lung cancer stage ii	PT_11272
large cell lung cancer stage iii	PT_11273
large cell lung cancer stage iv	PT_11274
large fibre neuropathy	PT_11275
large for dates baby	PT_11276
large granular lymphocytosis	PT_11277
large intestinal haemorrhage	PT_11278
colonic obstruction	PT_11279
large intestinal obstruction	PT_11279
large intestinal obstruction reduction	PT_11280
colon polypectomy	PT_11281
large intestinal polypectomy	PT_11281
colonic stenosis	PT_11282
large intestinal stricture	PT_11282
large intestinal stenosis	PT_11282
large intestinal ulcer	PT_11283
large intestinal ulcer haemorrhage	PT_11284
large intestinal ulcer perforation	PT_11285
large intestine anastomosis	PT_11286
large intestine benign neoplasm	PT_11287
large intestine erosion	PT_11288
large intestine fibroma	PT_11289
infectious colitis	PT_11290
proctitis infectious	PT_11290
large intestine infection	PT_11290
large intestine operation	PT_11291
large intestine perforation	PT_11292
large intestine polyp	PT_11293
larsen syndrome	PT_11294
laryngeal atrophy	PT_11295
laryngeal cancer	PT_11296
laryngeal cancer metastatic	PT_11297
laryngeal cancer recurrent	PT_11298
laryngeal cancer stage 0	PT_11299
laryngeal cancer stage i	PT_11300
laryngeal cancer stage ii	PT_11301
laryngeal cancer stage iii	PT_11302
laryngeal cancer stage iv	PT_11303
laryngeal cleft	PT_11304
laryngeal cryptococcosis	PT_11305
laryngeal cyst	PT_11306
laryngeal cyst removal	PT_11307
laryngeal dilation procedure	PT_11308
laryngeal discomfort	PT_11309
laryngeal disorder	PT_11310
laryngeal dysplasia	PT_11311
laryngeal dyspnoea	PT_11312
laryngeal erythema	PT_11313
laryngeal fistula	PT_11314
laryngeal granuloma	PT_11315
laryngeal haematoma	PT_11316
laryngeal haemorrhage	PT_11317
laryngeal hypertrophy	PT_11318
laryngeal infiltration	PT_11319
laryngeal inflammation	PT_11320
laryngeal injury	PT_11321
laryngeal keratotic plaque	PT_11322
laryngeal leukoplakia	PT_11323
laryngeal mask airway insertion	PT_11324
laryngeal mass	PT_11325
laryngeal necrosis	PT_11326
laryngeal neoplasm	PT_11327
vocal cord neoplasm	PT_11327
laryngeal nerve dysfunction	PT_11328
laryngeal nerve palsy	PT_11329
laryngeal obstruction	PT_11330
laryngeal oedema	PT_11331
laryngeal operation	PT_11332
laryngeal pain	PT_11333
laryngeal papilloma	PT_11334
laryngeal polyp	PT_11335
laryngeal polypectomy	PT_11336
laryngeal prosthesis placement	PT_11337
laryngeal repair	PT_11338
laryngeal rheumatoid arthritis	PT_11339
laryngeal squamous cell carcinoma	PT_11340
laryngeal stenosis	PT_11341
laryngeal tremor	PT_11342
laryngeal ulceration	PT_11343
laryngeal ventricle prolapse	PT_11344
laryngeal web	PT_11345
laryngectomy	PT_11346
laryngitis	PT_11347
laryngitis allergic	PT_11348
laryngitis bacterial	PT_11349
laryngitis fungal	PT_11350
laryngitis viral	PT_11351
laryngo-onycho-cutaneous syndrome	PT_11352
laryngocele	PT_11353
laryngomalacia	PT_11354
laryngopharyngitis	PT_11355
thyroplasty	PT_11356
laryngoplasty	PT_11356
laryngoscopy	PT_11357
laryngoscopy abnormal	PT_11358
laryngospasm	PT_11359
laryngostomy	PT_11360
laryngotracheal oedema	PT_11361
laryngotracheal operation	PT_11362
laryngotracheitis obstructive	PT_11363
laryngotracheobronchoscopy	PT_11364
larynx irritation	PT_11365
lasegue's test negative	PT_11366
lasegue's test positive	PT_11367
laser brain ablation	PT_11368
laser therapy	PT_11369
lassa fever	PT_11370
late developer	PT_11371
late metabolic acidosis of newborn	PT_11372
latent autoimmune diabetes in adults	PT_11373
latent syphilis	PT_11374
latent tetany	PT_11375
latent tuberculosis	PT_11376
lateral cutaneous nerve of thigh decompression	PT_11377
lateral medullary syndrome	PT_11378
wallenberg syndrome	PT_11378
lateral patellar compression syndrome	PT_11379
lateropulsion	PT_11380
latex-fruit syndrome	PT_11381
laurence-moon-bardet-biedl syndrome	PT_11382
laxative supportive care	PT_11383
laziness	PT_11384
ldl/hdl ratio	PT_11385
ldl/hdl ratio decreased	PT_11386
ldl/hdl ratio increased	PT_11387
ldlr mutation	PT_11388
le cells	PT_11389
le cells present	PT_11390
lead dislodgement	PT_11391
lead urine increased	PT_11392
learning disability	PT_11393
learning disorder	PT_11394
leber's congenital amaurosis	PT_11395
lecithin-cholesterol acyltransferase activity decreased	PT_11396
lecithin-cholesterol acyltransferase deficiency	PT_11397
leclercia bacteraemia	PT_11398
left atrial appendage closure implant	PT_11399
left atrial dilatation	PT_11400
left atrial enlargement	PT_11401
left atrial hypertrophy	PT_11402
left atrial volume abnormal	PT_11403
left atrial volume decreased	PT_11404
left atrial volume increased	PT_11405
left ventricle outflow tract obstruction	PT_11406
left ventricular diastolic collapse	PT_11407
left ventricular dilatation	PT_11408
left ventricular dysfunction	PT_11409
left ventricular end-diastolic pressure	PT_11410
left ventricular end-diastolic pressure decreased	PT_11411
left ventricular end-diastolic pressure increased	PT_11412
left ventricular enlargement	PT_11413
left ventricular failure	PT_11414
left ventricular false tendon	PT_11415
left ventricular heave	PT_11416
left ventricular hypertrophy	PT_11417
left-handedness	PT_11418
left-to-right cardiac shunt	PT_11419
leg amputation	PT_11420
legal problem	PT_11421
legionella infection	PT_11422
legionella test	PT_11423
legionella test positive	PT_11424
leiomyoma	PT_11425
leiomyosarcoma	PT_11426
leiomyosarcoma metastatic	PT_11427
leiomyosarcoma recurrent	PT_11428
leishmaniasis	PT_11429
lemierre syndrome	PT_11430
lemmel's syndrome	PT_11431
length at birth	PT_11432
lennox-gastaut syndrome	PT_11433
lens abnormality, congenital	PT_11434
lens capsulotomy	PT_11435
lens discolouration	PT_11436
lens dislocation	PT_11437
lens disorder	PT_11438
intraocular lens extraction	PT_11439
lens extraction	PT_11439
lenticular injury	PT_11440
lenticular opacities	PT_11441
lenticular operation	PT_11442
lenticular pigmentation	PT_11443
lenticulostriatal vasculopathy	PT_11444
lentigo	PT_11445
lentigo maligna	PT_11446
lentigo maligna stage i	PT_11447
lentigo maligna stage iii	PT_11448
lepromatous leprosy	PT_11449
leprosy	PT_11450
leptin level decreased	PT_11451
leptin level increased	PT_11452
leptomeningeal myelomatosis	PT_11453
leptospira sepsis	PT_11454
leptospira test positive	PT_11455
leptospirosis	PT_11456
leptotrichia infection	PT_11457
leriche syndrome	PT_11458
leser-trelat sign	PT_11459
lesion excision	PT_11460
lethargy	PT_11461
leucine aminopeptidase increased	PT_11462
leuconostoc infection	PT_11463
leukaemia	PT_11464
leukaemia basophilic	PT_11465
leukaemia cutis	PT_11466
leukaemia granulocytic	PT_11467
leukaemia in remission	PT_11468
leukaemia monocytic	PT_11469
leukaemia recurrent	PT_11470
leukaemia recurrent prophylaxis	PT_11471
leukaemic cardiac infiltration	PT_11472
leukaemic infiltration	PT_11473
leukaemic infiltration extramedullary	PT_11474
leukaemic infiltration gingiva	PT_11475
leukaemic infiltration hepatic	PT_11476
leukaemic infiltration pulmonary	PT_11477
leukaemic infiltration renal	PT_11478
leukaemic lymphoma	PT_11479
leukaemic retinopathy	PT_11480
leukaemoid reaction	PT_11481
leukapheresis	PT_11482
leukocoria	PT_11483
leukocyte adhesion deficiency	PT_11484
leukocyte adhesion deficiency type i	PT_11484
leukocyte alkaline phosphatase	PT_11485
leukocyte alkaline phosphatase increased	PT_11486
leukocyte vacuolisation	PT_11487
leukocytosis	PT_11488
leukocyturia	PT_11489
leukoderma	PT_11490
leukodystrophy	PT_11491
leukoencephalomyelitis	PT_11492
leukoencephalopathy	PT_11493
leukoerythroblastic anaemia	PT_11494
leukoerythroblastosis	PT_11495
leukonychia	PT_11496
leukopenia	PT_11497
leukopenia neonatal	PT_11498
leukoplakia	PT_11499
leukoplakia oesophageal	PT_11500
leukoplakia of penis	PT_11501
leukoplakia oral	PT_11502
leukostasis syndrome	PT_11503
leukostasis	PT_11503
leukotomy	PT_11504
leukotriene increased	PT_11505
levator syndrome	PT_11506
lewis-sumner syndrome	PT_11507
leydig cell tumour of the testis	PT_11508
lhermitte's sign	PT_11509
li-fraumeni syndrome	PT_11510
libido decreased	PT_11511
libido disorder	PT_11512
libido increased	PT_11513
lice infestation	PT_11514
lichen myxoedematosus	PT_11515
lichen nitidus	PT_11516
lichen planopilaris	PT_11517
lichen planus	PT_11518
lichen planus pemphigoides	PT_11519
lichen sclerosus	PT_11520
lichen spinulosus	PT_11521
lichen striatus	PT_11522
lichenification	PT_11523
lichenoid dysplasia	PT_11524
lichenoid keratosis	PT_11525
lid lag	PT_11526
lid margin discharge	PT_11527
lid sulcus deepened	PT_11528
liddle's syndrome	PT_11529
life expectancy shortened	PT_11530
life support	PT_11531
ligament calcification	PT_11532
ligament disorder	PT_11533
ligament injury	PT_11534
ligament laxity	PT_11535
ligament operation	PT_11536
ligament pain	PT_11537
ligament rupture	PT_11538
ligament sprain	PT_11539
ligamentitis	PT_11540
ligamentum flavum hypertrophy	PT_11541
light anaesthesia	PT_11542
light chain analysis	PT_11543
light chain analysis abnormal	PT_11544
light chain analysis decreased	PT_11545
light chain analysis increased	PT_11546
light chain disease	PT_11547
ligneous conjunctivitis	PT_11548
limb amputation	PT_11549
limb asymmetry	PT_11550
limb crushing injury	PT_11551
limb deformity	PT_11552
limb discomfort	PT_11553
limb fracture	PT_11554
limb girth decreased	PT_11555
limb girth increased	PT_11556
limb hypoplasia congenital	PT_11557
limb immobilisation	PT_11558
limb injury	PT_11559
lower extremity mass	PT_11560
limb mass	PT_11560
upper extremity mass	PT_11560
limb operation	PT_11561
limb prosthesis user	PT_11562
limb reattachment surgery	PT_11563
limb reconstructive surgery	PT_11564
limb reduction defect	PT_11565
limb traumatic amputation	PT_11566
limbal stem cell deficiency	PT_11567
limbal swelling	PT_11568
limited symptom panic attack	PT_11569
limy bile syndrome	PT_11570
lineage switch leukaemia	PT_11571
linear iga disease	PT_11572
linitis plastica	PT_11573
lip and/or oral cavity cancer	PT_11574
lip and/or oral cavity cancer recurrent	PT_11575
lip and/or oral cavity cancer stage 0	PT_11576
lip and/or oral cavity cancer stage i	PT_11577
lip and/or oral cavity cancer stage ii	PT_11578
lip and/or oral cavity cancer stage iii	PT_11579
lip and/or oral cavity cancer stage iv	PT_11580
lip blister	PT_11581
lip cosmetic procedure	PT_11582
lip discolouration	PT_11583
lip disorder	PT_11584
lip dry	PT_11585
lip erosion	PT_11586
lip erythema	PT_11587
lip exfoliation	PT_11588
lip haematoma	PT_11589
lip haemorrhage	PT_11590
lip infection	PT_11591
lip injury	PT_11592
lip neoplasm	PT_11593
lip neoplasm benign	PT_11594
lip neoplasm malignant stage unspecified	PT_11595
lip oedema	PT_11596
lip operation	PT_11597
lip pain	PT_11598
lip pruritus	PT_11599
lip repair	PT_11600
lip lesion excision	PT_11601
lip scab	PT_11602
lip squamous cell carcinoma	PT_11603
lip swelling	PT_11604
lip ulceration	PT_11605
lipaemia retinalis	PT_11606
lipaemic index score	PT_11607
lipase	PT_11608
lipase abnormal	PT_11609
lipase decreased	PT_11610
lipase increased	PT_11611
lipase urine increased	PT_11612
lipectomy	PT_11613
lipid metabolism disorder	PT_11614
lipidosis	PT_11615
lipids	PT_11616
lipids abnormal	PT_11617
lipids decreased	PT_11618
lipids increased	PT_11619
lipiduria	PT_11620
lipoatrophy	PT_11621
lipoblastoma	PT_11622
lipodermoid tumour	PT_11623
lipodystrophy acquired	PT_11624
lipoedema	PT_11625
lipofibroma	PT_11626
lipogranuloma	PT_11627
lipohypertrophy	PT_11628
lipoinjection	PT_11629
cryolipolysis procedure	PT_11630
lipolysis procedure	PT_11630
lipoma	PT_11631
lipoma excision	PT_11632
lipoma of breast	PT_11633
lipomatosis	PT_11634
lipomeningocele	PT_11635
lipoprotein (a)	PT_11636
lipoprotein (a) abnormal	PT_11637
lipoprotein (a) decreased	PT_11638
lipoprotein (a) increased	PT_11639
lipoprotein abnormal	PT_11640
lipoprotein deficiency	PT_11641
lipoprotein increased	PT_11642
lipoprotein metabolism disorder	PT_11643
liposarcoma	PT_11644
liposarcoma metastatic	PT_11645
liposarcoma recurrent	PT_11646
liposuction	PT_11647
liquid product physical issue	PT_11648
lisfranc fracture	PT_11649
lissencephaly	PT_11650
listeraemia	PT_11651
listeria encephalitis	PT_11652
listeria sepsis	PT_11653
listeria test	PT_11654
listeria test positive	PT_11655
listeriosis	PT_11656
listless	PT_11657
microlithiasis	PT_11658
lithiasis	PT_11658
lithopedion	PT_11659
lithotomy position	PT_11660
lithotripsy	PT_11661
live birth	PT_11662
livedo reticularis	PT_11663
liver ablation	PT_11664
liver abscess	PT_11665
liver carcinoma ruptured	PT_11666
liver contusion	PT_11667
liver dialysis	PT_11668
liver disorder	PT_11669
liver function test	PT_11670
liver function test abnormal	PT_11671
liver function test decreased	PT_11672
liver function test increased	PT_11673
liver function test normal	PT_11674
liver hernia	PT_11675
liver induration	PT_11676
liver injury	PT_11677
liver iron concentration abnormal	PT_11678
liver iron concentration decreased	PT_11679
liver iron concentration increased	PT_11680
liver opacity	PT_11681
